zipcode,type,subtype,price,number_of_rooms,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
4260,HOUSE,HOUSE,169000,2,102,1,0,0,1,16,1,150,289,3,0,GOOD
6980,HOUSE,EXCEPTIONAL_PROPERTY,369000,5,202,1,0,0,1,19,1,2170,3200,4,0,TO_BE_DONE_UP
1080,HOUSE,HOUSE,455000,4,225,1,0,1,0,,1,120,182,,0,JUST_RENOVATED
9000,APARTMENT,PENTHOUSE,710000,2,240,1,0,1,1,131,0,,,2,0,GOOD
1420,HOUSE,HOUSE,435000,4,137,1,0,0,1,22,0,,273,3,0,AS_NEW
1180,APARTMENT,APARTMENT,360500,3,111,1,0,0,1,7,0,,,,0,AS_NEW
3001,APARTMENT,PENTHOUSE,395000,3,135,1,0,0,1,12,0,,,,0,GOOD
9320,HOUSE,HOUSE,259000,4,,0,0,0,0,,1,303,379,,0,
4000,HOUSE,MANSION,449000,4,240,1,0,0,1,16,0,,280,2,0,GOOD
4032,APARTMENT,APARTMENT,209000,2,91,1,0,0,1,11,0,,,2,0,AS_NEW
9190,APARTMENT,APARTMENT,120000,1,,1,0,0,0,,0,,,2,0,
1490,HOUSE,HOUSE,299000,4,139,1,0,0,1,20,1,50,125,2,0,GOOD
6840,HOUSE,HOUSE,240000,3,127,1,0,0,1,21,1,,360,3,0,AS_NEW
4000,APARTMENT,APARTMENT,250000,2,100,1,0,0,1,15,0,,,3,0,GOOD
8400,APARTMENT,APARTMENT,235000,2,80,1,0,0,1,5,0,,,,0,AS_NEW
1380,HOUSE,HOUSE,795000,4,200,0,0,0,1,,0,,1900,4,1,JUST_RENOVATED
8530,APARTMENT,APARTMENT,235000,2,88,1,0,0,1,7,0,,,,0,
6001,APARTMENT,APARTMENT,150000,3,155,1,0,0,0,,0,,,4,0,
6220,APARTMENT,APARTMENT,194000,2,97,0,0,0,0,,0,,,3,0,
3020,APARTMENT,APARTMENT,309500,2,96,1,0,0,1,23,0,,,,0,
5060,HOUSE,MIXED_USE_BUILDING,174000,6,350,0,0,0,0,,0,,250,2,0,TO_RENOVATE
5575,HOUSE,MIXED_USE_BUILDING,340000,1,300,1,0,0,1,150,1,400,800,4,0,AS_NEW
9000,APARTMENT,PENTHOUSE,599000,3,102,1,0,0,1,87,0,,,3,0,GOOD
1780,HOUSE,VILLA,995000,6,430,1,0,0,1,70,1,1350,1818,4,0,GOOD
6990,HOUSE,MIXED_USE_BUILDING,225000,0,318,1,0,0,0,,0,,173,2,0,TO_RENOVATE
1200,HOUSE,HOUSE,990000,4,205,1,0,0,1,14,1,78,312,2,0,TO_BE_DONE_UP
4040,HOUSE,APARTMENT_BLOCK,269000,7,240,1,0,0,1,14,0,,115,2,0,TO_BE_DONE_UP
4470,HOUSE,HOUSE,150000,2,174,0,0,0,0,,0,,410,3,0,TO_RENOVATE
1200,APARTMENT,APARTMENT,239000,1,65,1,0,0,0,,0,,,2,0,GOOD
7970,HOUSE,VILLA,448500,5,280,1,0,1,1,50,1,800,1130,4,0,AS_NEW
8370,APARTMENT,APARTMENT,95000,2,50,1,0,0,0,,0,,,,0,GOOD
1932,APARTMENT,APARTMENT,235000,2,80,1,0,0,1,9,0,,,,0,TO_BE_DONE_UP
5170,HOUSE,HOUSE,200000,3,189,0,0,0,1,50,0,,0,3,0,
2845,APARTMENT,APARTMENT,189000,3,130,1,0,0,0,,0,,,,0,
3670,APARTMENT,APARTMENT,164746,1,62,0,0,0,1,,0,,,,0,
2830,APARTMENT,APARTMENT,485000,3,133,1,0,0,1,8,1,,,2,0,GOOD
9400,HOUSE,HOUSE,275000,4,187,0,0,0,1,60,1,200,301,2,0,
8890,APARTMENT,APARTMENT,247860,2,97,1,0,0,1,17,1,,,,0,
9340,APARTMENT,APARTMENT,274024,3,99,1,0,0,1,10,0,,,,0,AS_NEW
5600,HOUSE,OTHER_PROPERTY,240000,0,,0,0,0,0,,0,,6003,,0,
2990,HOUSE,HOUSE,40000,3,199,1,0,1,1,,0,,515,4,0,
1420,APARTMENT,APARTMENT,255000,1,74,1,0,0,1,7,0,,,4,0,
1030,HOUSE,APARTMENT_BLOCK,795000,0,240,1,0,0,0,,0,,0,2,0,GOOD
9700,HOUSE,HOUSE,275000,3,136,1,0,0,1,,1,,292,3,0,
8370,HOUSE,HOUSE,250000,4,172,1,0,0,0,,0,,0,,0,GOOD
7500,HOUSE,HOUSE,595000,4,250,0,0,0,1,55,0,,175,,0,
7370,HOUSE,HOUSE,110000,2,110,0,0,0,0,,0,,345,3,0,TO_BE_DONE_UP
6750,HOUSE,HOUSE,175000,4,160,0,0,0,0,,1,300,408,4,0,
1000,APARTMENT,DUPLEX,850000,3,197,1,0,0,0,,0,,,2,0,GOOD
6800,APARTMENT,APARTMENT,179000,2,79,0,0,0,1,6,0,,,4,0,
8790,HOUSE,HOUSE,279000,4,149,0,0,0,0,,0,,290,,0,AS_NEW
3040,HOUSE,HOUSE,232000,3,,0,0,0,0,,0,,0,,0,
9500,HOUSE,HOUSE,135000,4,164,0,0,0,1,,0,,120,2,0,TO_RENOVATE
4300,HOUSE,HOUSE,375000,3,,1,0,0,0,,0,,1060,3,0,
1400,HOUSE,VILLA,150000,5,200,1,0,0,1,,0,,953,4,0,GOOD
4530,HOUSE,HOUSE,260000,4,,1,0,0,1,,0,,0,4,0,JUST_RENOVATED
9220,HOUSE,VILLA,300000,3,295,1,0,1,1,,0,,1132,4,0,GOOD
8800,HOUSE,FARMHOUSE,575000,2,133,0,0,0,0,,0,,11517,4,0,TO_RENOVATE
9900,APARTMENT,SERVICE_FLAT,217500,2,85,1,0,0,1,13,0,,,4,0,AS_NEW
1070,APARTMENT,APARTMENT,80000,1,,1,0,0,1,,0,,,,0,
9600,HOUSE,HOUSE,159000,5,207,1,0,0,1,,0,,160,2,0,TO_RENOVATE
2800,HOUSE,HOUSE,598850,4,203,1,0,0,1,14,1,209,347,,0,
8210,APARTMENT,PENTHOUSE,627000,2,116,0,1,0,0,,1,,,,0,
2060,APARTMENT,APARTMENT,275000,2,96,1,0,0,1,6,0,,,2,0,AS_NEW
8000,HOUSE,MANSION,649000,2,258,1,0,0,1,25,1,15,125,3,0,JUST_RENOVATED
8300,APARTMENT,APARTMENT,570000,2,87,1,0,0,0,,0,,,,0,
6141,HOUSE,HOUSE,225000,2,150,1,0,0,1,6,0,,573,3,0,GOOD
4500,HOUSE,HOUSE,189500,2,80,1,0,0,1,,0,,992,3,0,GOOD
8370,APARTMENT,APARTMENT,175000,1,58,1,0,0,0,,0,,,,0,GOOD
9900,APARTMENT,APARTMENT,188000,2,85,0,0,0,1,,0,,,2,0,TO_BE_DONE_UP
1460,APARTMENT,APARTMENT,225000,2,86,1,0,0,1,2,0,,,3,0,
2000,APARTMENT,APARTMENT,1390000,2,153,0,0,0,1,19,0,,,2,0,AS_NEW
8720,HOUSE,VILLA,489000,4,164,1,0,0,0,,1,,1025,4,0,GOOD
4000,APARTMENT,APARTMENT,345000,4,146,0,0,0,1,5,0,,,,0,GOOD
1160,APARTMENT,SERVICE_FLAT,265000,2,75,1,0,0,1,21,0,,,2,0,AS_NEW
8310,APARTMENT,APARTMENT,189000,1,65,1,0,0,1,19,0,,,,0,GOOD
8800,HOUSE,HOUSE,292000,3,145,0,0,0,0,,0,,299,2,0,AS_NEW
4900,HOUSE,APARTMENT_BLOCK,699000,9,443,0,0,0,0,,0,,0,3,0,GOOD
8000,HOUSE,HOUSE,235000,1,,1,0,0,0,,0,,0,,0,AS_NEW
5380,HOUSE,VILLA,680000,4,300,1,0,1,0,,0,,2400,4,0,AS_NEW
4400,APARTMENT,APARTMENT,249000,3,128,1,0,0,1,8,0,,,3,0,GOOD
8870,HOUSE,HOUSE,585000,3,600,1,0,0,1,,1,,751,,0,GOOD
6900,APARTMENT,APARTMENT,209000,2,123,1,0,0,1,9,1,,,3,0,
1180,APARTMENT,APARTMENT,775000,3,195,1,0,0,1,30,0,,,4,0,AS_NEW
1050,APARTMENT,APARTMENT,1850000,3,,1,0,0,0,,0,,,3,0,
9750,HOUSE,HOUSE,248500,3,146,1,0,0,1,,1,,531,4,0,TO_RENOVATE
1410,HOUSE,VILLA,2495000,7,900,0,0,1,1,,0,,2650,4,0,AS_NEW
8800,APARTMENT,APARTMENT,225000,2,109,0,0,0,1,,1,,,,0,JUST_RENOVATED
1400,APARTMENT,APARTMENT,175000,2,76,1,0,0,1,13,0,,,2,0,GOOD
1000,APARTMENT,APARTMENT,249000,2,95,1,0,0,0,,0,,,2,0,GOOD
1200,APARTMENT,APARTMENT,365000,2,110,1,0,0,0,,0,,,2,0,
8430,APARTMENT,APARTMENT,235000,2,70,1,0,0,1,4,0,,,2,0,AS_NEW
1180,APARTMENT,APARTMENT,765000,4,185,1,0,0,1,7,0,,,2,1,GOOD
2850,HOUSE,HOUSE,350000,3,,0,0,0,0,,0,,1268,3,0,TO_RENOVATE
8600,HOUSE,HOUSE,269000,3,176,1,0,0,1,,0,,155,,0,AS_NEW
1000,APARTMENT,APARTMENT,329000,17,81,1,0,0,1,8,0,,,2,0,GOOD
2350,HOUSE,HOUSE,1090000,4,350,1,0,0,1,,1,2600,2600,4,0,GOOD
2000,APARTMENT,APARTMENT,490000,2,100,1,0,0,1,22,0,,,2,0,AS_NEW
7300,HOUSE,HOUSE,177000,3,144,1,0,0,1,17,0,,700,2,0,GOOD
2000,APARTMENT,APARTMENT,210000,1,50,1,0,0,1,,0,,,2,0,AS_NEW
4280,APARTMENT,APARTMENT,149000,3,97,1,0,0,0,,0,,,3,0,TO_BE_DONE_UP
8300,APARTMENT,APARTMENT,985000,2,93,1,0,0,1,,0,,,2,0,AS_NEW
1320,HOUSE,EXCEPTIONAL_PROPERTY,885000,4,350,1,0,0,1,47,1,2000,2310,4,0,AS_NEW
1070,APARTMENT,APARTMENT,219000,2,70,1,0,0,1,3,0,,,2,0,JUST_RENOVATED
3120,HOUSE,HOUSE,370000,3,164,1,0,1,0,,1,,770,4,0,TO_BE_DONE_UP
1070,APARTMENT,APARTMENT,195000,2,75,0,0,0,1,2,0,,,2,0,TO_RENOVATE
1650,HOUSE,VILLA,595000,4,180,1,0,1,1,26,1,800,1003,4,0,AS_NEW
1000,APARTMENT,APARTMENT,251000,1,71,1,0,0,0,,0,,,,0,AS_NEW
3010,APARTMENT,APARTMENT,295000,2,99,1,0,0,1,3,0,,,2,0,GOOD
1050,HOUSE,HOUSE,1190000,5,291,1,0,1,0,,0,,0,2,0,AS_NEW
1000,APARTMENT,APARTMENT,362000,2,106,1,0,0,1,10,0,,,,0,AS_NEW
8870,APARTMENT,APARTMENT,159000,2,81,0,0,0,1,5,1,,,2,0,TO_BE_DONE_UP
1082,HOUSE,HOUSE,455000,4,225,1,0,1,0,,1,120,182,,0,JUST_RENOVATED
2930,APARTMENT,APARTMENT,239000,2,89,1,0,0,1,6,0,,,2,0,AS_NEW
6044,HOUSE,HOUSE,189900,3,243,0,0,0,1,15,1,304,389,3,0,
8000,HOUSE,HOUSE,995000,5,,0,0,0,0,,0,,0,,0,
3300,HOUSE,HOUSE,315000,3,119,1,0,0,1,15,1,83,181,2,0,AS_NEW
7134,HOUSE,VILLA,278500,3,159,1,0,0,1,,1,450,533,3,0,AS_NEW
8540,HOUSE,HOUSE,170000,2,155,1,0,0,1,,1,255,431,,0,GOOD
2140,APARTMENT,APARTMENT,310000,2,133,1,0,0,1,21,0,,,,0,AS_NEW
6040,HOUSE,HOUSE,198000,3,200,1,0,0,1,30,1,100,370,3,0,
1050,APARTMENT,APARTMENT,320000,2,90,1,0,0,1,2,0,,,2,0,JUST_RENOVATED
6060,APARTMENT,APARTMENT,158000,3,120,1,0,0,0,,0,,,3,0,TO_BE_DONE_UP
4040,HOUSE,HOUSE,239000,5,230,1,0,0,1,30,1,180,473,3,0,TO_BE_DONE_UP
1790,HOUSE,EXCEPTIONAL_PROPERTY,875000,3,430,1,0,0,1,200,1,2300,2550,3,0,AS_NEW
9600,HOUSE,HOUSE,282500,3,125,1,0,0,1,,0,,234,3,0,GOOD
9991,APARTMENT,APARTMENT,189001,1,75,1,0,0,0,,0,,,2,0,AS_NEW
2000,APARTMENT,PENTHOUSE,1200000,3,155,0,0,0,1,60,0,,,2,0,
8490,HOUSE,HOUSE,240000,3,,0,0,0,1,,0,,507,,0,
2100,HOUSE,EXCEPTIONAL_PROPERTY,435000,6,327,1,0,0,1,9,1,85,206,2,0,JUST_RENOVATED
6183,HOUSE,HOUSE,150000,3,171,1,0,0,0,,0,,452,2,0,TO_BE_DONE_UP
8400,APARTMENT,FLAT_STUDIO,99500,0,45,1,0,0,1,,0,,,,0,GOOD
1435,APARTMENT,APARTMENT,282000,2,88,1,0,0,1,9,0,,,2,0,AS_NEW
9200,HOUSE,MIXED_USE_BUILDING,449000,5,576,1,0,0,1,54,0,,260,2,0,GOOD
6900,HOUSE,HOUSE,85000,3,124,0,0,0,1,30,1,125,125,2,0,GOOD
8800,HOUSE,HOUSE,200000,3,115,0,0,0,0,,0,,190,,0,JUST_RENOVATED
9950,APARTMENT,APARTMENT,400000,2,113,0,0,0,1,44,1,,,,0,
1180,HOUSE,HOUSE,849000,4,250,1,0,0,1,,0,,490,3,0,
1330,HOUSE,EXCEPTIONAL_PROPERTY,999000,8,430,1,0,0,1,47,0,,2016,4,0,AS_NEW
8800,HOUSE,HOUSE,320000,3,165,1,0,0,1,40,1,175,283,2,0,
9000,APARTMENT,APARTMENT,240000,1,56,1,0,0,0,,0,,,,0,
7500,HOUSE,HOUSE,179000,2,141,1,0,0,1,,0,,250,3,0,TO_BE_DONE_UP
6670,HOUSE,HOUSE,170000,4,295,0,0,0,1,,0,,0,2,0,TO_RENOVATE
9300,APARTMENT,APARTMENT,249000,3,100,0,0,0,1,,0,,,,0,
3220,HOUSE,HOUSE,,3,,0,0,0,0,,0,,389,3,0,
4670,APARTMENT,APARTMENT,165000,1,63,0,0,0,1,,1,144,,,0,AS_NEW
8792,HOUSE,HOUSE,279000,4,149,0,0,0,0,,0,,290,,0,AS_NEW
8830,HOUSE,HOUSE,199000,3,170,0,0,0,0,,1,,159,4,0,
6700,APARTMENT,APARTMENT,190000,2,80,0,0,0,0,,0,,,,0,AS_NEW
4100,APARTMENT,APARTMENT,120000,2,,0,0,0,1,20,0,,,2,0,TO_BE_DONE_UP
2850,HOUSE,HOUSE,378000,3,219,1,0,0,0,,1,,160,3,0,AS_NEW
8300,APARTMENT,DUPLEX,850000,2,80,0,0,0,0,,0,,,2,0,AS_NEW
2850,HOUSE,HOUSE,445000,4,233,1,0,0,0,,1,290,495,3,0,GOOD
8800,HOUSE,HOUSE,269000,3,135,1,0,0,1,,1,118,118,,0,AS_NEW
8940,HOUSE,MANSION,289000,4,272,1,0,0,1,32,0,,149,2,0,GOOD
4360,HOUSE,COUNTRY_COTTAGE,310000,4,221,1,0,0,1,,1,1723,1915,4,0,GOOD
8900,HOUSE,HOUSE,189500,3,,1,0,0,0,,1,,312,2,0,TO_BE_DONE_UP
8501,HOUSE,HOUSE,267800,3,120,1,0,0,0,,0,,170,3,0,GOOD
9100,HOUSE,MIXED_USE_BUILDING,595000,3,159,1,0,0,1,,0,,2000,4,0,
1030,HOUSE,MANSION,598000,4,,1,0,0,0,,1,105,370,2,0,
1160,APARTMENT,FLAT_STUDIO,199000,0,51,1,0,0,1,16,0,,,2,0,AS_NEW
8300,APARTMENT,APARTMENT,645000,2,85,0,0,0,0,,0,,,,0,AS_NEW
9500,APARTMENT,APARTMENT,195000,1,70,1,0,0,1,8,0,,,4,0,AS_NEW
1000,APARTMENT,PENTHOUSE,1600000,2,220,0,0,0,1,36,0,,,4,0,AS_NEW
7700,APARTMENT,LOFT,219000,3,160,0,0,0,1,,0,,,,0,
1340,APARTMENT,GROUND_FLOOR,280000,1,79,0,0,0,1,29,0,,,3,0,
2800,HOUSE,HOUSE,599256,4,203,1,0,0,1,14,1,256,393,,0,
4000,HOUSE,HOUSE,160000,4,165,0,0,0,0,,1,96,183,3,0,TO_RENOVATE
1402,HOUSE,VILLA,150000,5,200,1,0,0,1,,0,,953,4,0,GOOD
4430,HOUSE,HOUSE,255000,3,144,0,0,0,0,,0,,205,2,0,AS_NEW
8730,APARTMENT,APARTMENT,225000,2,99,0,0,0,1,,0,,,,0,
4620,HOUSE,HOUSE,243900,3,,0,0,0,1,12,0,,149,2,0,AS_NEW
6000,APARTMENT,APARTMENT,89000,2,70,1,0,0,0,,0,,,,0,GOOD
8300,APARTMENT,PENTHOUSE,2300000,4,278,1,0,0,1,10,0,,,2,0,AS_NEW
6836,HOUSE,CHALET,99000,2,62,0,0,0,1,8,1,94,150,4,0,TO_RENOVATE
8980,APARTMENT,APARTMENT,194942,1,94,0,0,0,1,7,0,,,,0,
1150,HOUSE,HOUSE,595000,3,140,1,0,0,1,,1,130,223,3,0,GOOD
5101,APARTMENT,FLAT_STUDIO,143000,0,,0,0,0,0,,0,,,,0,
2660,APARTMENT,GROUND_FLOOR,249950,2,121,1,0,0,0,,1,161,,2,0,AS_NEW
4000,APARTMENT,APARTMENT,345000,4,146,0,0,0,1,5,0,,,,0,GOOD
4101,HOUSE,HOUSE,249000,3,145,1,0,0,1,55,0,,130,2,0,JUST_RENOVATED
9700,HOUSE,MANSION,685000,4,368,0,0,0,0,,0,,0,3,0,AS_NEW
4900,HOUSE,HOUSE,699000,9,443,0,0,0,0,,0,,0,3,0,GOOD
8300,APARTMENT,DUPLEX,775000,2,98,1,0,0,1,,0,,,2,0,AS_NEW
2100,APARTMENT,GROUND_FLOOR,225000,3,140,1,0,0,0,,1,28,,1,0,JUST_RENOVATED
9600,HOUSE,APARTMENT_BLOCK,489000,7,300,1,0,0,1,14,1,16,160,3,0,AS_NEW
4280,APARTMENT,APARTMENT,209900,2,109,1,0,0,1,8,0,,,4,0,GOOD
9000,APARTMENT,PENTHOUSE,371664,2,98,1,0,0,1,10,0,,,3,0,AS_NEW
8380,APARTMENT,APARTMENT,265000,2,75,1,0,0,1,37,0,,,2,0,AS_NEW
4020,APARTMENT,APARTMENT,75000,1,35,1,0,0,0,,0,,,2,0,
1180,HOUSE,HOUSE,3850000,6,500,1,0,0,1,,0,,2855,4,0,TO_BE_DONE_UP
2830,APARTMENT,APARTMENT,180000,1,70,1,0,0,1,10,1,48,,2,0,JUST_RENOVATED
4020,HOUSE,APARTMENT_BLOCK,595000,12,350,0,0,0,1,40,0,,231,2,0,TO_BE_DONE_UP
7060,HOUSE,HOUSE,350000,0,230,0,0,0,0,,0,,200,2,0,
2660,APARTMENT,APARTMENT,249000,2,100,1,0,0,1,,0,,,,0,AS_NEW
4000,HOUSE,HOUSE,180000,4,127,1,0,0,0,,0,,80,2,0,GOOD
8430,APARTMENT,APARTMENT,232000,2,62,1,0,0,0,,1,,,2,0,GOOD
8400,APARTMENT,APARTMENT,149000,2,92,1,0,0,1,7,0,,,,0,
3300,APARTMENT,APARTMENT,355000,3,129,1,0,0,1,16,0,,,,0,AS_NEW
6600,HOUSE,HOUSE,275000,3,,1,0,0,0,,1,,1234,4,0,
2850,APARTMENT,GROUND_FLOOR,196000,2,90,1,1,0,1,20,0,,,2,0,GOOD
1083,APARTMENT,APARTMENT,220000,2,80,1,0,0,1,15,0,,,2,0,TO_BE_DONE_UP
1200,APARTMENT,APARTMENT,365000,2,92,1,0,0,0,,0,,,2,0,AS_NEW
4210,HOUSE,HOUSE,375000,2,210,1,0,1,1,,1,2800,3062,3,0,AS_NEW
7700,APARTMENT,APARTMENT,239000,3,110,1,0,0,0,,0,,,,0,GOOD
4560,HOUSE,HOUSE,295000,3,258,0,0,0,1,,1,262,262,3,0,AS_NEW
9880,APARTMENT,APARTMENT,495000,2,162,1,0,0,1,,1,,,,0,
1050,APARTMENT,GROUND_FLOOR,1290000,3,180,1,0,0,1,170,1,110,,,0,AS_NEW
2270,HOUSE,HOUSE,275000,3,141,1,0,1,1,,1,,1642,,0,TO_RENOVATE
1000,APARTMENT,APARTMENT,1750000,3,344,1,0,0,1,32,1,450,,3,0,AS_NEW
8700,HOUSE,HOUSE,175000,4,123,1,0,0,1,,0,,60,,0,GOOD
9620,HOUSE,APARTMENT_BLOCK,1075000,0,357,0,0,0,0,,0,,939,2,0,GOOD
6044,HOUSE,HOUSE,194900,3,243,0,0,0,1,15,1,329,414,4,0,
1000,APARTMENT,APARTMENT,251000,1,78,1,0,0,0,,0,,,,0,AS_NEW
3001,APARTMENT,FLAT_STUDIO,239000,1,34,1,0,0,1,6,0,,,4,0,AS_NEW
6180,HOUSE,HOUSE,225000,3,292,1,0,0,1,20,1,1000,1400,3,0,
1180,HOUSE,APARTMENT_BLOCK,1190000,5,550,1,0,0,1,100,0,,1119,2,0,GOOD
1180,APARTMENT,APARTMENT,315000,1,80,1,0,0,1,16,0,,,1,0,
3202,HOUSE,HOUSE,475000,4,348,1,0,0,1,,1,,1149,4,0,GOOD
9040,HOUSE,HOUSE,315000,3,126,1,0,0,0,,0,,425,,0,GOOD
4040,HOUSE,APARTMENT_BLOCK,239000,5,230,1,0,0,1,30,1,180,473,3,0,TO_BE_DONE_UP
8000,HOUSE,HOUSE,244000,3,108,0,0,0,1,,0,,0,,0,GOOD
9000,APARTMENT,APARTMENT,445000,2,116,1,0,0,1,27,1,,,,0,
2018,HOUSE,MANSION,1100000,7,350,1,0,0,1,40,1,40,180,2,0,AS_NEW
4000,APARTMENT,APARTMENT,110000,1,55,1,0,0,0,,0,,,,0,GOOD
1652,APARTMENT,APARTMENT,160000,1,47,1,0,0,1,,0,,,2,0,GOOD
2850,HOUSE,HOUSE,379000,4,203,0,0,0,1,20,1,80,202,2,0,AS_NEW
1390,HOUSE,HOUSE,900000,6,235,1,0,0,1,,0,,1678,,1,AS_NEW
1180,APARTMENT,APARTMENT,250000,3,,0,0,0,0,,0,,,,0,
8800,APARTMENT,APARTMENT,169250,1,62,1,0,0,1,,1,,,,0,
6250,HOUSE,HOUSE,150000,2,,0,0,0,0,,0,,110,3,0,
8434,APARTMENT,APARTMENT,194500,1,61,1,0,0,1,12,0,,,2,0,AS_NEW
1500,APARTMENT,APARTMENT,299000,2,117,1,0,0,0,,0,,,,0,
9820,HOUSE,VILLA,449000,4,,1,0,0,0,,0,,365,4,0,GOOD
1420,HOUSE,HOUSE,935000,6,300,1,0,0,1,25,1,500,1000,4,0,AS_NEW
7080,HOUSE,HOUSE,60000,2,141,0,0,0,0,,0,,150,2,0,TO_RENOVATE
8301,APARTMENT,FLAT_STUDIO,60000,0,,0,0,0,0,,0,,,,1,
7700,HOUSE,HOUSE,179000,4,156,1,0,0,1,30,1,170,285,2,0,JUST_RENOVATED
8790,HOUSE,HOUSE,379000,3,,0,0,0,1,,0,,423,,0,AS_NEW
4000,HOUSE,HOUSE,485000,6,240,1,0,0,1,30,1,455,0,2,0,AS_NEW
9300,HOUSE,HOUSE,359000,3,157,1,0,0,1,18,0,,316,2,0,AS_NEW
1030,HOUSE,HOUSE,600000,11,252,0,0,0,0,,1,4,100,2,0,JUST_RENOVATED
2590,HOUSE,HOUSE,379000,3,,1,0,0,0,,1,,265,2,0,GOOD
9041,HOUSE,HOUSE,279000,3,115,1,0,0,1,34,1,50,141,2,0,GOOD
9120,HOUSE,MIXED_USE_BUILDING,270000,0,150,0,0,0,0,,0,,50,2,0,GOOD
6700,HOUSE,MIXED_USE_BUILDING,670000,4,378,1,0,0,0,,0,,150,3,0,
1190,HOUSE,HOUSE,1030000,2,250,1,0,0,0,,1,40,0,,0,AS_NEW
9900,APARTMENT,APARTMENT,199500,2,100,0,0,0,1,,0,,,2,0,TO_BE_DONE_UP
9700,HOUSE,HOUSE,210000,3,127,1,0,0,0,,1,,94,2,0,AS_NEW
4340,HOUSE,HOUSE,435000,4,365,1,0,0,1,23,1,180,815,4,0,AS_NEW
9451,APARTMENT,APARTMENT,270000,3,140,0,0,0,1,,0,,,,0,AS_NEW
1160,APARTMENT,APARTMENT,285000,1,70,1,0,0,0,,0,,,2,0,AS_NEW
8400,APARTMENT,APARTMENT,99000,1,,1,0,0,0,,0,,,,0,AS_NEW
2000,APARTMENT,GROUND_FLOOR,650000,1,166,0,0,0,1,,0,,,2,0,AS_NEW
5100,HOUSE,HOUSE,269000,4,165,0,0,0,0,,1,295,391,2,0,
4620,HOUSE,HOUSE,259900,3,,0,0,0,1,12,0,,175,2,0,AS_NEW
1300,APARTMENT,APARTMENT,217400,1,70,1,0,0,1,6,0,,,,0,AS_NEW
4671,APARTMENT,APARTMENT,165000,1,63,0,0,0,1,,1,144,,,0,AS_NEW
4101,HOUSE,HOUSE,99500,4,140,1,0,0,0,,1,90,190,2,0,TO_RENOVATE
6790,APARTMENT,APARTMENT,195000,2,86,0,0,0,0,,0,,,,0,
1150,HOUSE,HOUSE,595000,3,115,1,0,0,1,30,1,100,270,3,0,TO_BE_DONE_UP
4357,HOUSE,HOUSE,190000,4,240,1,0,0,1,,1,1900,2060,4,0,TO_RENOVATE
1210,APARTMENT,APARTMENT,130000,1,43,0,0,0,0,,0,,,2,0,TO_RENOVATE
9040,APARTMENT,APARTMENT,285000,2,69,1,0,0,1,3,1,700,,4,0,
8800,APARTMENT,APARTMENT,226800,2,,1,0,0,1,10,1,,,,0,
8300,APARTMENT,DUPLEX,850000,2,80,1,0,0,0,,0,,,2,0,AS_NEW
8370,APARTMENT,APARTMENT,249000,2,90,1,0,0,1,12,0,,,,0,AS_NEW
8670,APARTMENT,APARTMENT,219000,1,47,0,0,0,1,,0,,,,0,
4432,HOUSE,HOUSE,255000,3,144,0,0,0,0,,0,,205,2,0,AS_NEW
9890,HOUSE,HOUSE,310000,5,298,1,0,0,1,,1,,525,2,0,TO_RENOVATE
1400,APARTMENT,APARTMENT,250000,2,90,1,0,0,1,6,0,,,2,0,AS_NEW
4000,HOUSE,HOUSE,109000,2,111,1,0,0,1,12,0,,90,2,0,TO_BE_DONE_UP
6200,HOUSE,HOUSE,175000,2,117,1,0,0,1,10,1,,150,2,0,AS_NEW
9700,HOUSE,HOUSE,685000,4,368,0,0,0,0,,0,,0,3,0,AS_NEW
9500,HOUSE,HOUSE,219000,5,205,1,0,0,1,20,1,60,130,2,0,GOOD
2800,HOUSE,HOUSE,607489,4,234,1,0,0,1,16,1,131,267,,0,
2000,APARTMENT,GROUND_FLOOR,395000,2,82,1,0,0,0,,1,52,,2,0,AS_NEW
3000,APARTMENT,APARTMENT,359000,2,80,1,0,0,1,6,0,,,2,0,JUST_RENOVATED
8000,APARTMENT,APARTMENT,249900,2,86,1,0,0,1,6,0,,,,0,AS_NEW
2960,HOUSE,VILLA,599000,5,363,1,0,0,1,21,1,1780,1230,,0,GOOD
1050,APARTMENT,APARTMENT,360000,2,98,1,0,0,1,,0,,,2,0,GOOD
4340,HOUSE,HOUSE,169000,3,120,0,0,0,1,13,1,280,484,2,0,TO_RENOVATE
6182,HOUSE,HOUSE,249000,2,165,1,0,0,0,,1,520,600,3,0,GOOD
4280,APARTMENT,APARTMENT,209900,2,110,1,0,0,1,7,0,,,4,0,
1050,APARTMENT,APARTMENT,360000,2,70,1,0,0,1,10,0,,,3,0,GOOD
9000,APARTMENT,APARTMENT,435948,3,118,1,0,0,1,18,0,,,3,0,AS_NEW
1410,HOUSE,VILLA,749500,5,254,1,0,0,1,42,1,1000,1494,4,0,GOOD
3130,HOUSE,HOUSE,365300,3,185,1,0,0,0,,0,,605,3,0,AS_NEW
4102,HOUSE,HOUSE,169000,5,128,1,0,0,1,11,0,,85,2,0,TO_BE_DONE_UP
8670,APARTMENT,APARTMENT,295000,3,87,1,0,0,1,4,0,,,,0,AS_NEW
6800,APARTMENT,APARTMENT,180000,2,75,1,0,0,0,,0,,,,0,GOOD
